title,reactions,comments,shares
,,,
,,,
"¡Aparatosa caída! 
 #CamilaSodi sufre una lesión cerebral tras una caída que tuvo mientras esquiaba. ",,,
"¡Ya es oficial! 
 Jorge Salum se registró oficialmente para contender por el Senado de la República con #MovimientoCiudadano. ",,,
"El pateador mexicoamericano #MattAraiza 
 firmó con los #Chiefs 
 de Kansas City para la temporada 2024. ",,,
"En apenas unas horas, autoridades 
 tomaron conocimiento de dos suicidios en el mismo poblado de #Durango 
: la Colonia Hidalgo. ",,,
"¡Atención fans de #HarryPotter! 
 Está todo listo para ver la serie basada en los libros. ",,,
"¡Solo 3 de cada 10 los utilizan! 
 En #Durango 
 los puentes peatonales son utilizados muy poco, algunas personas sufren complicaciones físicas que les impiden usarlos. ",,,
"¡Todo el estadio retumbó! 
 #ChicharitoHernández 
 debutó este sábado en el #Akron, se volvió a sentir futbolista. ",,,
"¡Una triste noticia! 
 La mamá de #DanielBisogno falleció, mientras él sigue en el hospital. ",,,
"¡Fueron los más destacados del cine! 
 Conoce a todos los ganadores del #SAGAwards2024. ",,,
"¡Esta aplicación te ayudará! 
 Con #Moovit 
 conocerás las diferente rutas de transporte público en #Durango 
, un aliado para saber cuál camión tomar. ",,,
"La manera de hacer ejercicio sigue creando nuevas tendencias 
; conoce el #JumpingFitness, ideal para perder grasa y tonificar tu cuerpo. 
: Isaura Retana",,,
"¡Terminó mal! 
 Aficionados de la #UFC en México comenzaron a pelear en las gradas de la #ArenaCDMX. ",,,
"¡Se unió al trend de #TikTok! 
 #PonchoDeNigris vuelve a deslumbrar con su famoso Poncho Ballet desde el set de su nuevo programa. ",,,
"¡Es el primer Gimnasio Emprendedor en #Durango! 
 Se trata de un proyecto que funge como incubadora de empresas. ",,,
